ProdID,AirTemp,ProcTemp,Rotation,Torque,ToolWear,Failure
L48208,296.3,307.4,1472,39.9,51,0
L48210,296.3,307.4,1760,28.4,56,0
L48211,296.4,307.5,1549,36.1,58,0
L48212,296.3,307.4,1648,34,60,0
L48215,296.4,307.4,1403,48.4,70,0
L48218,296.6,307.6,1498,41.1,80,0
L48219,296.7,307.7,1524,36.8,82,0
L48220,296.7,307.7,1502,43.9,84,0
L48221,296.6,307.6,1809,25.1,86,0
L48222,296.6,307.6,1542,37.4,88,0
L48223,296.5,307.6,1431,45.2,90,0
L48224,296.5,307.6,1512,43.6,92,0
L48226,296.4,307.5,1331,47.8,99,0
L48228,296.5,307.6,1607,33.5,104,0
L48229,296.5,307.6,1415,44.2,106,0
L48230,296.6,307.6,1671,28.8,108,0
L48231,296.6,307.7,1556,37.7,110,0
L48232,296.7,307.7,1927,23.9,112,0
L48235,296.8,307.8,1480,39.4,122,0
L48236,296.8,307.8,1565,39.5,124,0
L48237,296.8,307.8,1573,36.4,126,0
L48238,296.7,307.8,1605,31.3,128,0
L48241,296.7,307.9,1420,50.1,138,0
L48242,296.8,307.9,1372,49,140,0
L48245,296.8,307.9,1718,25.2,148,0
L48247,296.9,307.8,1466,45.7,153,0
L48248,296.8,307.8,1394,47.7,155,0
L48251,296.9,307.8,1425,49.1,163,0
L48253,297,307.8,1414,47.5,168,0
L48254,297,307.9,1595,31.7,170,0
L48256,296.9,307.7,1653,35.9,177,0
L48257,296.8,307.6,1547,36.5,179,0
L48259,297,307.7,1731,28.5,186,0
L48260,297,307.8,1774,28,188,0
L48261,297,307.8,1521,40.2,190,0
L48263,297,307.8,1683,32.3,197,0
L48265,297,307.8,1385,56.4,202,1
L48266,297,307.9,1455,49,204,0
L48270,296.9,307.7,1464,41.4,6,0
L48271,297,307.7,1447,46.4,8,0
L48274,296.9,307.5,1354,44.4,16,0
L48275,296.9,307.5,2721,9.3,18,1
L48276,297,307.6,1680,35.8,20,0
L48282,296.8,307.5,1347,54.8,43,0
L48284,296.6,307.4,1389,42.7,48,0
L48286,296.7,307.6,1540,38.6,53,0
L48288,296.6,307.4,1504,45.8,58,0
L48289,296.6,307.5,1557,35.1,60,0
L48290,296.5,307.4,1292,52.5,62,0
L48296,296.4,307.3,1487,37.5,83,0
L48297,296.5,307.4,1523,40.7,85,0
L48298,296.5,307.5,1443,41.8,87,0
L48299,296.5,307.5,1340,59.1,89,0
L48301,296.6,307.6,1459,40.2,96,0
L48302,296.5,307.6,1541,38.5,98,0
L48306,296.8,307.9,1706,30.8,111,0
L48309,296.7,307.9,1690,29.6,119,0
L48310,296.8,307.9,1413,46.5,121,0
L48311,296.8,307.9,1489,33.4,123,0
L48312,296.8,307.9,1271,61.4,125,0
L48315,296.9,307.9,1535,39.2,133,0
L48316,296.9,307.8,1557,38.1,135,0
L48317,296.9,307.8,1653,29.7,137,0
L48318,296.9,307.9,1435,41.6,139,0
L48321,297,307.9,1635,31.6,147,0
L48322,296.9,307.9,1423,43.9,149,0
L48323,297,307.9,1479,39.2,151,0
L48324,297,307.9,1296,69.1,153,1
L48325,297,307.8,1553,33.3,155,0
L48326,297,307.9,1529,42.2,157,0
L48328,297.1,308,1348,58,162,0
L48329,297.2,308.1,1446,38.5,164,0
L48330,297.1,307.9,1456,50,166,0
L48331,297,307.9,1350,47.7,168,0
L48332,297.1,307.9,1507,38.3,170,0
L48334,296.9,307.9,1626,29.9,177,0
L48337,297,307.8,1583,37.2,189,0
L48338,297,307.9,1436,47.7,191,0
L48339,297,307.8,1609,35.6,193,0
L48341,297,307.8,1316,61.2,200,1
L48342,296.9,307.8,1400,57.1,202,1
L48343,296.9,307.9,1367,47.1,204,0
L48344,297.1,308.1,1754,30.3,206,0
L48345,297.1,308.1,1487,34.6,208,0
L48347,297,308.1,1362,52.5,213,1
L48348,297.1,308.1,1584,36.8,215,0
L48349,297,308.1,1355,43.7,217,0
L48352,297.1,308.1,1446,36.6,227,0
L48358,297.3,308.5,1398,60.4,12,0
L48359,297.3,308.4,1441,43.4,14,0
L48361,297.2,308.3,1379,52.1,21,0
L48362,297.3,308.3,1410,48.1,23,0
L48363,297.3,308.4,1513,40.5,25,0
L48364,297.3,308.5,1497,47.5,27,0
L48365,297.3,308.4,1491,46.5,29,0
L48366,297.3,308.4,1417,47.8,31,0
L48368,297.3,308.4,1339,52.1,36,0
L48370,297.2,308.4,1460,42.1,41,0
L48373,297.1,308.2,1347,50.8,49,0
L48381,296.9,308,1658,41,74,0
L48384,296.9,308,1521,34.5,84,0
L48385,296.8,308,1371,54.5,86,0
L48388,297,308.1,1489,44.1,96,0
L48390,297,308.1,1537,39,103,0
L48392,296.9,307.9,1359,56.5,110,0
L48395,296.8,307.9,1709,28.4,118,0
L48396,296.9,308,1514,41,120,0
L48397,297,308.1,1455,43.5,122,0
L48400,297,308.2,1577,29.4,130,0
L48402,297,308.3,1399,59,135,0
L48403,297,308.3,1492,48.1,137,0
L48404,297.1,308.3,1763,25.7,139,0
L48406,297.1,308.4,1488,42.5,146,0
L48407,297.1,308.4,1422,42.1,148,0
L48409,297.1,308.4,1304,53.5,153,0
L48412,297.2,308.6,1500,37.1,161,0
L48420,297.2,308.6,1636,31.3,192,0
L48422,297.1,308.4,1468,44.4,197,0
L48424,297.1,308.4,1726,28.4,202,0
L48427,297.2,308.5,1513,42.9,212,0
L48428,297.2,308.6,1489,40.2,214,0
L48429,297.3,308.7,1467,36.8,216,0
L48430,297.3,308.7,1549,36.1,218,0
L48432,297.5,308.8,1533,41.5,223,0
L48433,297.5,308.8,1309,57.3,0,0
L48437,297.5,308.9,1466,43,15,0
L48438,297.5,308.9,1427,50.4,17,0
L48440,297.6,309,1528,33.8,22,0
L48443,297.8,309.2,1400,56.9,34,0
L48445,297.9,309.4,1558,35.7,39,0
L48446,298,309.6,1633,34.8,41,0
L48448,298,309.5,1496,45.8,46,0
L48449,298.1,309.5,1467,41.8,48,0
L48453,298.1,309.4,1397,48.2,63,0
L48458,298.2,309.4,1398,52.9,79,0
L48462,298.3,309.4,1546,36.1,94,0
L48463,298.3,309.4,1356,45.4,96,0
L48464,298.4,309.5,2153,15.3,98,1
L48466,298.5,309.6,1582,40.3,103,0
L48467,298.5,309.6,1419,41.5,105,0
L48470,298.6,309.7,1429,45.8,113,0
L48474,298.8,309.9,1486,40.3,126,0
L48475,298.7,309.8,1402,54.3,128,0
L48476,298.7,309.9,1621,34.1,130,0
L48477,298.8,309.9,1428,42.4,132,0
L48480,298.7,309.8,1322,57,140,0
L48481,298.7,309.9,1483,32.8,142,0
L48482,298.6,309.8,1505,45.7,144,0
L48483,298.7,309.9,1593,42.5,146,0
L48484,298.8,310,2098,19.6,148,0
L48485,298.8,310,1672,30.4,150,0
L48486,298.8,310,1487,41.4,152,0
L48487,298.8,310,1423,42.1,154,0
L48488,298.9,310.1,1750,25,156,0
L48489,298.9,310.2,1654,31.1,158,0
L48490,298.9,310.2,1498,50.2,160,0
L48491,298.9,310.1,1587,30.2,162,0
L48492,298.9,310.1,1473,42.6,164,0
L48493,298.9,310.2,1359,56.9,166,0
L48495,299,310.3,1520,45,171,0
L48496,299,310.3,1507,36.7,173,0
L48497,299,310.3,1428,46.3,175,0
L48499,299,310.3,1929,24.4,180,0
L48501,298.9,310.2,1362,53,185,0
L48503,298.9,310.1,1361,51.7,192,0
L48506,298.9,310.2,1411,46.5,202,0
L48507,298.8,310.2,1814,26.8,204,0
L48510,298.9,310.2,1696,30.2,214,0
L48512,299,310.3,1868,24,221,0
L48514,299,310.4,1365,49.1,226,1
L48515,299,310.4,1371,53.8,228,1
L48516,298.9,310.3,1583,32.6,230,0
L48518,298.6,310.1,1721,27.2,5,0
L48520,298.6,310.2,1569,36.3,10,0
L48523,298.5,310.2,1676,32.7,18,0
L48524,298.5,310.1,1809,28.9,20,0
L48525,298.5,310,1804,26.1,22,0
L48526,298.6,310.1,1533,33.9,24,0
L48527,298.7,310.2,1717,27.3,26,0
L48528,298.7,310.2,1363,45.5,28,0
L48529,298.7,310.2,1402,45.9,30,0
L48530,298.7,310.2,1436,47.5,32,0
L48531,298.7,310.2,1525,43.7,34,0
L48534,298.6,310,1334,48,42,0
L48536,298.6,309.9,1593,37.4,47,0
L48537,298.6,309.9,1461,45.7,49,0
L48539,298.7,310.2,1404,50.3,54,0
L48542,298.6,310,1517,41.2,64,0
L48543,298.7,310.1,1433,54.6,66,0
L48544,298.7,310.2,1566,33.1,68,0
L48545,298.7,310.1,1676,33.5,70,0
L48550,298.7,310.3,1451,40,86,0
L48554,298.8,310.3,1553,36.8,97,0
L48557,298.8,310.2,1461,46.7,105,0
L48559,298.7,310.1,1620,34.8,112,0
L48560,298.7,310.1,1786,27.7,114,0
L48562,298.8,310.1,1653,30.3,119,0
L48564,298.9,310.3,1484,43.8,124,0
L48566,298.9,310.2,1445,40,129,0
L48567,298.9,310.1,1823,26.1,131,0
L48569,298.9,310.2,1533,42.8,138,0
L48570,298.9,310.2,1409,54.8,140,0
L48571,298.9,310.2,2737,8.8,142,1
L48573,299.1,310.4,1594,33.3,147,0
L48574,299.1,310.4,1527,44,149,0
L48575,299.1,310.4,1452,39.7,151,0
L48576,299,310.3,1483,39.2,153,0
L48577,299.1,310.2,1569,38.2,155,0
L48578,299.1,310.3,1472,46.6,157,0
L48579,299,310.2,1533,43.5,159,0
L48583,299,310.2,1372,48,174,0
L48585,298.9,310.1,1394,42.7,179,0
L48586,298.9,310.1,1442,48,181,0
L48587,298.9,310,1564,33.8,183,0
L48588,298.9,310,1452,48.9,185,0
L48589,298.9,310.1,1466,42.5,187,0
L48591,298.9,310.1,1944,23.4,192,0
L48595,298.7,309.9,1617,33,203,0
L48597,298.7,309.9,1541,38.5,208,0
L48598,298.8,309.9,1320,47.4,210,0
L48599,298.7,309.8,1354,53.3,212,1
L48601,298.7,309.8,1589,31.8,217,0
L48602,298.7,309.8,1530,35.5,0,0
L48603,298.7,309.8,1539,33.4,2,0
L48604,298.7,309.7,1462,46.8,4,0
L48605,298.6,309.7,1356,54,6,0
L48607,298.7,309.8,1394,40.3,11,0
L48608,298.8,309.9,1568,33.7,13,0
L48610,298.9,310,1378,49.3,18,0
L48612,298.8,309.8,1437,42.8,23,0
L48613,298.8,309.8,1363,44,25,0
L48618,298.8,309.9,1482,39.1,45,0
L48621,298.8,309.9,1550,38.8,53,0
L48623,298.9,310.1,1602,38.2,58,0
L48624,299,310.2,1477,37.9,60,0
L48625,299,310.1,1618,29.2,62,0
L48631,298.9,310.4,1831,25.4,81,0
L48632,299,310.3,1584,34.4,83,0
L48633,299.1,310.4,1450,40.9,85,0
L48634,299.1,310.4,1428,46.9,87,0
L48635,299,310.4,1382,53,89,0
L48636,299,310.3,1501,43,91,0
L48637,299,310.3,1475,42.4,93,0
L48638,298.9,310.3,1364,54,95,0
L48639,299,310.3,1472,36.1,97,0
L48640,299,310.3,1437,47.8,99,0
L48641,298.9,310.2,1491,45.1,101,0
L48642,298.9,310.2,1706,27.6,103,0
L48643,298.8,310.1,1607,39.5,105,0
L48644,298.8,310,1412,46.3,107,0
L48645,298.7,309.8,1546,40.9,109,0
L48646,298.7,309.8,1365,50.5,111,0
L48647,298.6,309.8,1544,30.2,113,0
L48649,298.6,309.8,1497,41.6,118,0
L48650,298.5,309.7,1437,42.6,120,0
L48651,298.5,309.6,1421,53.6,122,0
L48656,298.4,309.5,1692,28.3,136,0
L48657,298.3,309.4,1570,35.6,138,0
L48658,298.3,309.4,1568,35.8,140,0
L48659,298.2,309.3,1355,43.8,142,0
L48663,298,308.9,1578,35.6,153,0
L48667,298.2,309.1,1429,48.5,164,0
L48668,298.2,309.1,1568,36.3,166,0
L48670,298.2,309,1341,43.8,171,0
L48673,298,308.8,1496,44.9,179,0
L48676,298,308.7,1268,69.4,189,1
L48677,298,308.7,1629,34.3,191,0
L48678,298,308.8,1790,27.2,193,0
L48682,298,308.7,1462,48.2,204,0
L48683,298,308.7,1771,26.2,206,0
L48684,298,308.7,1506,47,208,0
L48685,298,308.7,1626,36.7,210,0
L48686,298,308.8,1610,33.7,212,0
L48689,298,308.5,1429,37.7,220,1
L48691,298.1,308.7,1642,30.3,3,0
L48693,298.1,308.7,1568,32.9,10,0
L48696,298.2,308.9,1278,54,18,0
L48700,298.3,309.1,1472,40.1,31,0
L48703,298.3,309,1519,36.9,41,0
L48704,298.2,309,1601,35.8,43,0
L48705,298.2,309,2449,13.8,45,0
L48706,298.1,309,1787,27.6,47,0
L48708,298.1,309,1559,34,54,0
L48709,298.1,309,1557,36,56,0
L48710,298.1,309,1497,40.5,58,0
L48714,298,308.8,1757,29.1,71,0
L48715,298,308.8,1581,36.1,73,0
L48718,298.4,309.1,1798,29.6,81,0
L48721,298.4,309,2304,15.1,89,0
L48722,298.3,308.9,1379,54.7,91,0
L48723,298.4,308.9,1628,34.9,93,0
L48724,298.4,309,1474,52.7,95,0
L48726,298.4,308.9,1391,48.4,100,0
L48727,298.3,308.9,1348,55.5,102,0
L48729,298.4,308.9,1706,29.5,107,0
L48730,298.4,308.9,1638,32.4,109,0
L48731,298.4,308.8,1458,40.1,111,0
L48732,298.5,308.9,1781,27.8,113,0
L48733,298.5,308.8,1332,59.1,115,0
L48735,298.4,308.6,1491,42,120,0
L48737,298.3,308.4,1585,30.6,127,0
L48739,298.2,308.3,1458,41.8,132,0
L48741,298.2,308.4,1388,53.8,137,0
L48742,298.2,308.3,2216,16.8,139,0
L48743,298.2,308.3,1402,51,141,0
L48745,298,308.2,1459,42.1,146,0
L48747,298.1,308.2,1521,39.3,151,0
L48748,298.2,308.2,1407,47.1,153,0
L48750,298.2,308.4,1452,43.5,158,0
L48751,298.3,308.4,1528,37.3,160,0
L48752,298.2,308.3,1230,59.6,162,0
L48753,298.2,308.2,1466,42.4,164,0
L48754,298.2,308.2,1478,50.1,166,0
L48755,298.2,308.3,2057,18,168,0
L48756,298.3,308.4,1490,41.7,170,0
L48757,298.3,308.4,1484,43.4,172,0
L48758,298.3,308.4,1593,37,174,0
L48759,298.3,308.3,1444,43.8,176,0
L48763,298.2,308.4,1310,61,189,1
L48765,298.2,308.3,1400,48.7,194,0
L48768,298.2,308.3,1688,32,202,0
L48770,298.2,308.4,1497,37.7,207,0
L48771,298.2,308.4,1355,49.4,209,0
L48772,298.1,308.4,1592,38.2,211,0
L48773,298,308.3,1544,34.7,213,0
L48775,298,308.2,1365,52.9,218,1
L48776,298,308.1,1877,24.3,0,0
L48777,297.9,308.1,1531,40.8,2,0
L48778,297.9,308,1501,36.7,4,0
L48779,297.9,308,1490,46.2,6,0
L48781,297.8,307.8,1597,38.2,11,0
L48784,297.8,307.8,1452,39.8,21,0
L48785,297.8,307.8,1396,42.5,23,0
L48786,297.8,307.7,1505,39.7,25,0
L48787,297.8,307.8,1412,48.3,27,0
L48788,297.8,307.7,1393,38,29,0
L48789,297.7,307.7,1581,34.9,31,0
L48790,297.8,307.8,1573,37.9,33,0
L48793,297.9,308,1296,62.9,41,0
L48795,297.8,307.9,1447,48.6,46,0
L48797,297.8,307.8,1563,34.3,53,0
L48798,297.9,307.8,1286,59.5,55,0
L48799,297.9,307.7,1590,34.6,57,0
L48800,297.9,307.7,1492,43.7,59,0
L48801,297.7,307.6,1844,21.9,61,0
L48803,297.7,307.6,1921,22.9,68,0
L48805,297.9,307.8,1365,46.9,73,0
L48807,297.9,307.8,1499,37.5,78,0
L48808,297.9,307.8,1451,38.2,80,0
L48810,297.9,307.9,1412,44.5,85,0
L48811,298,308,1433,39.2,87,0
L48812,297.9,307.9,1426,43.6,89,0
L48813,297.9,307.9,1476,45.2,91,0
L48815,297.8,307.8,1383,56.5,98,0
L48816,297.9,307.8,1505,37.3,100,0
L48817,297.9,307.8,1665,33.9,102,0
L48818,297.9,307.8,1397,45,104,0
L48820,298,307.8,1567,36.4,109,0
L48823,298,307.8,1453,37.7,119,0
L48824,298,307.8,1622,33.3,121,0
L48825,297.9,307.8,1538,38.5,123,0
L48827,297.8,307.8,1761,28.9,128,0
L48828,297.9,307.8,1373,50.2,130,0
L48831,298,307.8,1414,51.7,140,0
L48833,298,307.8,1386,57.3,147,0
L48834,298.2,308.1,1379,62.3,149,0
L48836,298.2,308.1,1532,42.5,154,0
L48839,298.1,308,1697,31,164,0
L48840,298.2,308,1499,44.1,166,0
L48844,298.2,308,1535,38,179,0
L48846,298.2,307.9,1551,36,186,0
L48847,298.2,307.9,1769,27.2,188,0
L48848,298.2,307.9,1551,34.1,190,0
L48849,298.2,307.9,1544,31.4,192,0
L48850,298.2,307.8,1528,31.1,194,0
L48851,298.1,307.9,1614,35.8,196,0
L48852,298.1,307.8,1432,49.8,198,0
L48854,298.1,307.8,1540,37.8,203,0
L48855,298,307.7,1407,43.9,205,0
L48858,298,307.5,1644,32.8,215,0
L48859,298,307.5,1792,27.9,217,0
L48864,297.8,307.3,1438,44.5,3,0
L48865,297.9,307.3,1824,26.3,5,0
L48867,297.9,307.3,1502,36.7,12,0
L48868,297.9,307.4,1606,35.5,14,0
L48869,297.9,307.5,1561,37.7,16,0
L48871,297.9,307.5,1602,38.3,21,0
L48874,298,307.5,1618,35.2,31,0
L48875,298,307.6,1509,41.6,33,0
L48876,297.9,307.6,1550,39,35,0
L48878,297.9,307.6,1481,38,40,0
L48879,298.1,307.7,1289,48.3,42,0
L48881,298,307.7,1479,42.5,47,0
L48882,298,307.7,1430,47.3,49,0
L48886,298.2,307.8,1521,42.9,60,0
L48887,298.2,307.8,1439,41.6,62,0
L48888,298.2,307.8,1627,31.5,64,0
L48889,298.2,307.8,1749,26.1,66,0
L48890,298.2,307.8,1530,35.9,68,0
L48891,298.2,307.8,1355,51.3,70,0
L48892,298.3,307.9,1551,33.8,72,0
L48893,298.2,307.8,1515,46.7,74,0
L48894,298.2,307.8,1388,48.6,76,0
L48895,298.2,307.8,1585,34.6,78,0
L48896,298.1,307.7,1523,37.7,80,0
L48897,298.2,307.6,1369,54.5,82,0
L48899,298.2,307.7,1503,38.3,87,0
L48900,298.2,307.7,1459,44.5,89,0
L48901,298.2,307.7,1688,32.4,91,0
L48903,298.2,307.8,2029,19.9,96,0
L48906,298.3,307.8,1906,22.1,104,0
L48908,298.3,307.7,1465,49.4,109,0
L48913,298.4,308,1515,42.8,125,0
L48915,298.4,308,1380,47.6,130,0
L48916,298.4,307.9,1544,35.9,132,0
L48917,298.4,307.9,1743,27.3,134,0
L48922,298.5,308,1379,49.6,152,0
L48925,298.5,308,1624,29.8,160,0
L48926,298.4,308,1526,41.1,162,0
L48927,298.4,307.9,2381,14.2,164,0
L48929,298.3,307.7,1576,33.8,171,0
L48931,298.3,307.6,1942,20.6,176,0
L48932,298.2,307.6,1492,37.2,178,0
L48933,298.2,307.5,1470,51.3,180,0
L48935,298,307.3,1424,46.5,185,0
L48938,298.1,307.4,1608,33.9,193,0
L48940,298.1,307.5,1684,33.1,200,0
L48941,298.1,307.6,1950,20.3,202,0
L48943,298.2,307.6,1511,31,209,1
L48945,298.2,307.6,1368,51.8,5,0
L48949,298.4,307.9,1981,23.2,16,0
L48951,298.4,307.9,1446,45.3,23,0
L48952,298.4,308,1508,47.9,25,0
L48953,298.5,308,1384,59.5,27,0
L48955,298.5,308,1404,48.1,32,0
L48956,298.5,308.1,1564,31.1,34,0
L48958,298.6,308.2,1325,54,41,0
L48960,298.5,308.2,1595,32.3,46,0
L48961,298.5,308.1,1662,28.6,48,0
L48962,298.4,308,1571,37.4,50,0
L48964,298.3,308,2886,3.8,57,1
L48965,298.2,308,1538,38.2,59,0
L48966,298.4,308.2,1618,33,61,0
L48967,298.4,308.2,1364,45.9,63,0
L48968,298.3,308,1442,47.3,65,0
L48969,298.2,307.9,1313,67.3,67,1
L48970,298.2,307.9,1847,23.6,69,0
L48971,298.1,307.8,1524,40.8,71,0
L48973,298.1,307.8,1761,28.2,76,0
L48983,298.1,307.7,1388,40.3,109,0
L48984,298.1,307.7,1495,48.1,111,0
L48987,298,307.6,1654,28.9,123,0
L48988,298.1,307.7,2567,12.8,125,1
L48989,298.1,307.7,1767,27,127,0
L48990,298.1,307.6,1364,53.8,129,0
L48992,298.2,307.8,1476,36.8,134,0
L48993,298.1,307.7,1479,45,136,0
L48994,298.1,307.7,1650,34.1,138,0
L48996,298.1,307.6,1460,46.5,143,0
L48997,298.1,307.7,1664,27.6,145,0
L49000,298.1,307.5,1493,43.7,153,0
L49001,298.1,307.6,1354,43.3,155,0
L49002,298.1,307.6,1488,39.4,157,0
L49003,298.1,307.7,1414,48.7,159,0
L49004,298.1,307.5,1391,57.4,161,0
L49008,297.8,307.2,1351,56.3,174,0
L49009,297.8,307.2,1880,23,176,0
L49010,297.8,307.3,1859,24,178,0
L49013,297.8,307.3,1327,61,186,1
L49014,297.8,307.2,1498,38.1,188,0
L49016,297.7,307.2,1518,35.8,195,0
L49017,297.7,307.2,1392,43,197,0
L49019,297.7,307.1,1715,30.2,0,0
L49021,297.7,307.2,1668,37.8,5,0
L49023,297.6,307.1,1496,39.2,12,0
L49025,297.7,307.2,1444,40,17,0
L49027,297.8,307.3,1412,50.7,24,0
L49029,297.7,307.2,1668,32.7,31,0
L49033,297.6,307.2,1486,40.6,42,0
L49037,297.7,307.4,1643,36.5,55,0
L49039,297.8,307.4,1355,45.8,60,0
L49040,297.8,307.6,1607,30.3,62,0
L49042,297.9,307.7,1517,44.4,67,0
L49044,297.9,307.7,1546,37.6,72,0
L49045,297.9,307.7,1567,34.7,74,0
L49047,298.1,307.9,1502,41.8,79,0
L49048,298.3,308,1361,56.9,81,0
L49050,298.3,308,1486,42.3,86,0
L49051,298.3,308.1,1840,21.5,88,0
L49052,298.3,308.1,1326,58.4,90,0
L49053,298.4,308.1,1367,57.8,92,0
L49054,298.4,308.1,1598,32.7,94,0
L49055,298.3,308,1363,50.1,96,0
L49056,298.3,308,1242,62,98,0
L49060,298.1,307.7,1705,29.1,109,0
L49061,298,307.6,1548,45.8,111,0
L49065,298,307.6,1683,32.8,122,0
L49066,297.9,307.6,1503,40.7,124,0
L49070,297.8,307.4,1512,40.8,137,0
L49071,297.7,307.4,1764,29,139,0
L49073,297.8,307.5,1631,29.9,144,0
L49075,297.9,307.6,1344,54.3,151,0
L49076,297.9,307.5,1574,35.8,153,0
L49077,297.8,307.4,1418,41.2,155,0
L49078,297.8,307.5,1372,54.1,157,0
L49079,297.8,307.5,1388,40,159,0
L49082,298,307.6,1694,29.1,169,0
L49083,297.9,307.6,1968,20.4,171,0
L49085,297.9,307.6,1687,29.1,176,0
L49086,297.9,307.6,1430,52.4,178,0
L49087,297.9,307.6,1504,42.4,180,0
L49088,297.9,307.6,1977,20.2,182,0
L49089,298,307.7,1435,45.6,184,0
L49094,298,307.7,1643,32.3,200,0
L49095,298,307.7,1492,38.7,202,0
L49096,298,307.7,1387,50.8,204,0
L49099,298.2,308,1658,30,3,0
L49100,298.1,307.9,2161,17.5,5,0
L49101,298.1,307.9,1665,32,7,0
L49102,298,307.8,1716,26.6,9,0
L49103,298,307.7,1529,34.1,11,0
L49104,297.9,307.7,1353,50.7,13,0
L49105,297.9,307.7,1537,37.7,15,0
L49106,298,307.7,1606,30.8,17,0
L49108,298,307.8,1623,29.9,24,0
L49113,298.1,308,1638,35.1,38,0
L49114,298.1,307.9,1698,33.3,40,0
L49117,298.2,308,1411,42.4,48,0
L49118,298.1,307.9,1517,40.8,50,0
L49120,298.1,307.9,1578,35.6,55,0
L49121,298.1,307.9,1425,58.2,57,0
L49122,298.1,308,1456,42.4,59,0
L49123,298.1,308,1704,30.9,61,0
L49124,298.1,308.1,1791,27.3,63,0
L49125,298.1,308.1,1616,32.8,65,0
L49126,298.2,308.1,1622,34.9,67,0
L49127,298.2,308.1,1462,49.9,69,0
L49128,298.1,308.1,1410,45.8,71,0
L49131,298,307.8,1839,22.7,79,0
L49132,298,307.8,1266,60.5,81,0
L49133,297.9,307.7,1593,34.9,83,0
L49134,297.9,307.8,1459,46.9,85,0
L49135,297.9,307.7,1308,55.2,87,0
L49140,297.8,307.6,1446,51.4,105,0
L49141,297.8,307.5,1448,51.2,107,0
L49142,297.8,307.5,1391,48.6,109,0
L49143,297.7,307.5,1379,43.3,111,0
L49145,297.8,307.5,1581,33.1,116,0
L49146,297.9,307.6,1515,40.5,118,0
L49147,297.9,307.6,1589,37.8,120,0
L49148,298,307.6,1281,50.8,122,0
L49151,297.9,307.6,1298,52.7,132,0
L49152,297.9,307.6,1612,30.7,134,0
L49153,297.9,307.6,1747,25.3,136,0
L49154,298,307.6,1450,48.7,138,0
L49155,298,307.7,1422,45.6,140,0
L49158,298,307.7,1442,43.6,148,0
L49161,298,307.6,1385,45,158,0
L49165,298.1,307.7,1537,40.8,169,0
L49166,298.1,307.6,1498,42.9,171,0
L49169,298.2,307.9,1785,23.4,181,0
L49170,298.2,307.8,1423,48.1,183,0
L49172,298.2,307.8,1375,46.6,188,0
L49175,298.3,308,1451,47.1,196,0
L49177,298.3,308.1,1672,41.3,0,0
L49179,298.4,308,1540,37.8,7,0
L49180,298.4,308.1,1279,53.1,9,0
L49181,298.4,308.2,1604,34.9,11,0
L49182,298.5,308.2,1654,27.1,13,0
L49184,298.5,308.2,1451,47.5,18,0
L49185,298.5,308.3,1504,38,20,0
L49187,298.6,308.4,1562,34.4,25,0
L49188,298.5,308.3,1811,24.7,27,0
L49190,298.6,308.3,1278,60.5,32,0
L49191,298.7,308.5,1616,30.2,34,0
L49192,298.6,308.4,1397,46.4,36,0
L49193,298.6,308.4,1485,42.9,38,0
L49194,298.6,308.4,1310,59.7,40,0
L49195,298.5,308.2,1301,66.3,42,1
L49196,298.5,308.3,1458,44,44,0
L49197,298.7,308.5,1483,42.5,46,0
L49198,298.7,308.5,1375,46.4,48,0
L49201,298.7,308.5,1480,42.2,58,0
L49202,298.7,308.4,1373,46.9,60,0
L49203,298.7,308.5,1444,54.2,62,0
L49205,298.7,308.5,1469,39.9,67,0
L49207,298.7,308.4,1750,25.8,72,0
L49209,298.7,308.5,1668,35.2,77,0
L49210,298.9,308.6,1400,49.5,79,0
L49211,298.8,308.6,1331,62.8,81,0
L49212,298.8,308.5,1444,42.2,83,0
L49216,299,308.7,1892,22.8,96,0
L49218,299,308.8,1405,55.2,103,0
L49220,299.1,308.9,1686,29.6,108,0
L49221,299.1,308.9,1680,27.2,110,0
L49224,299.3,309.1,1470,41.1,118,0
L49226,299.3,309.1,1388,45.5,123,0
L49227,299.3,309.2,1775,24.2,125,0
L49228,299.3,309.2,1465,41.5,127,0
L49232,299.5,309.3,1477,40.4,138,0
L49233,299.5,309.3,1382,61,140,0
L49235,299.6,309.4,1643,32.9,145,0
L49236,299.5,309.3,1333,54.1,147,0
L49237,299.5,309.3,1520,42.3,149,0
L49240,299.6,309.5,1803,27.7,159,0
L49241,299.7,309.6,1359,50.7,161,0
L49243,299.7,309.6,1321,53.4,166,0
L49244,299.6,309.5,1453,41.4,168,0
L49245,299.7,309.6,1419,45.1,170,0
L49246,299.7,309.6,1512,36.2,172,0
L49247,299.7,309.6,1553,36.8,174,0
L49250,299.7,309.5,1352,49.7,184,0
L49252,299.6,309.5,1570,35.5,189,0
L49253,299.6,309.4,1677,31.1,191,0
L49254,299.5,309.4,1602,31.5,193,0
L49255,299.5,309.4,1390,58.8,195,1
L49256,299.4,309.3,1544,36,197,0
L49257,299.4,309.4,1701,31.2,199,0
L49260,299.3,309.2,2280,15.4,207,0
L49264,299.5,309.3,1442,46.2,5,0
L49265,299.5,309.3,1462,46.7,7,0
L49267,299.5,309.3,1577,36.6,14,0
L49268,299.6,309.4,1331,46.4,16,0
L49269,299.5,309.3,1941,22.5,18,0
L49270,299.5,309.2,1393,47.3,20,0
L49271,299.4,309.2,1433,42.1,22,0
